2020-02-26 21:42:39,300 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 31/05/2001 0:00:00
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,865
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 113,459
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 28/02/2002 0:00:00
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,760
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 124,219
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 28/03/2002 0:00:00
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 11,316
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 135,535
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 25/04/2002 0:00:00
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,675
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 146,210
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 30/05/2002 0:00:00
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 11,459
2020-02-26 21:42:39,322 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 157,669
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/06/2002 0:00:00
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 11,807
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 169,476
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 25/07/2002 0:00:00
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 13,095
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 182,571
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 29/08/2002 0:00:00
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 13,025
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 195,596
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 26/09/2002 0:00:00
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 11,940
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 207,536
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 31/10/2002 0:00:00
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,615
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 218,151
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 28/11/2002 0:00:00
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,128
2020-02-26 21:42:39,323 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 228,279
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 23/12/2002 0:00:00
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 11,001
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 239,280
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 30/01/2003 0:00:00
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,987
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 250,267
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/02/2003 0:00:00
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,727
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 260,994
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/03/2003 0:00:00
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 13,039
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 274,033
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 24/04/2003 0:00:00
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 13,803
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 287,836
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 29/05/2003 0:00:00
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 12,908
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 300,744
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 26/06/2003 0:00:00
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 11,475
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 312,219
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 31/07/2003 0:00:00
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,884
2020-02-26 21:42:39,324 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 323,103
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 28/08/2003 0:00:00
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,624
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 333,727
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 25/09/2003 0:00:00
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 12,661
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 346,388
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 30/10/2003 0:00:00
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 13,649
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 360,037
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/11/2003 0:00:00
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 12,997
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 373,034
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 23/12/2003 0:00:00
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 15,457
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 388,491
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 29/01/2004 0:00:00
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 15,227
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 403,718
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 26/02/2004 0:00:00
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 13,695
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 417,413
2020-02-26 21:42:39,325 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 25/03/2004 0:00:00
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 13,208
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 430,621
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 29/04/2004 0:00:00
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 13,476
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 444,097
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/05/2004 0:00:00
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 12,895
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 456,992
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 24/06/2004 0:00:00
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 12,821
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 469,813
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 29/07/2004 0:00:00
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 12,895
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 482,708
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 26/08/2004 0:00:00
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 12,970
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 495,678
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 30/09/2004 0:00:00
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 12,268
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 507,946
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 28/10/2004 0:00:00
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 12,25
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 520,196
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 25/11/2004 0:00:00
2020-02-26 21:42:39,326 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 11,254
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 531,450
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 30/12/2004 0:00:00
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 11,337
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 542,787
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/01/2005 0:00:00
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 11,332
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 554,119
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 24/02/2005 0:00:00
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,506
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 564,625
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 31/03/2005 0:00:00
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,294
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 574,919
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 28/04/2005 0:00:00
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,652
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 585,571
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 26/05/2005 0:00:00
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,515
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 596,086
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 30/06/2005 0:00:00
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 11,557
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 607,643
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 28/07/2005 0:00:00
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 10,987
2020-02-26 21:42:39,327 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 618,630
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 25/08/2005 0:00:00
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 11,270
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 629,900
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 29/09/2005 0:00:00
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 9,980
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 639,880
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/10/2005 0:00:00
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 9,895
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 649,775
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 24/11/2005 0:00:00
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 9,816
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 659,591
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 29/12/2005 0:00:00
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 8,925
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 668,516
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 26/01/2006 0:00:00
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 8,819
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 677,335
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 23/02/2006 0:00:00
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 8,353
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 685,688
2020-02-26 21:42:39,328 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 30/03/2006 0:00:00
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 7,687
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 693,375
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/04/2006 0:00:00
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 7,559
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 700,934
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 25/05/2006 0:00:00
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 8,017
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 708,951
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 29/06/2006 0:00:00
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 7,445
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 716,396
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/07/2006 0:00:00
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 7,296
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 723,692
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 31/08/2006 0:00:00
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 6,944
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 730,636
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 28/09/2006 0:00:00
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 6,744
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 737,380
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 26/10/2006 0:00:00
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 6,532
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 743,912
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 30/11/2006 0:00:00
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 6,355
2020-02-26 21:42:39,329 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 750,267
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 28/12/2006 0:00:00
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 5,976
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 756,243
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 25/01/2007 0:00:00
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 5,998
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 762,241
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 22/02/2007 0:00:00
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 5,367
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 767,608
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 29/03/2007 0:00:00
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 5,271
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 772,879
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 26/04/2007 0:00:00
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 5,305
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 778,184
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 31/05/2007 0:00:00
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 5,246
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 783,430
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 28/06/2007 0:00:00
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 5,617
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 789,047
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 26/07/2007 0:00:00
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 5,778
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 794,825
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 30/08/2007 0:00:00
2020-02-26 21:42:39,330 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 5,753
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 800,578
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/09/2007 0:00:00
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 5,241
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 805,819
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 25/10/2007 0:00:00
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 4,885
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 810,704
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 29/11/2007 0:00:00
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 4,939
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 815,643
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/12/2007 0:00:00
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 5,817
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 821,460
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 31/01/2008 0:00:00
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 7,208
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 828,668
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 28/02/2008 0:00:00
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 7,126
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones totales hasta la fecha: 835,794
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Fecha de compra: 27/03/2008 0:00:00
2020-02-26 21:42:39,331 [1] INFO  ZaraTech_Prueba.Investor - Acciones compradas: 6,775
